"","genus_species_id","lengthyear","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p"
"24","Accipiter_cooperii_13763",44,43,-45.5620688490255,0.0230870578696666,2.11049308222751,0.00105946196250559,1.0593832874312e-24,7.3218978984094e-25
"25","Accipiter_cooperii_13764",44,43,-37.143705833034,0.0188046472631453,2.58391250597834,0.00129711726495555,5.00095664784178e-18,3.69262869391679e-18
"26","Accipiter_cooperii_17878",30,28,-27.580149848627,0.0141089487058037,8.89104395214096,0.00446953749936307,0.00435770418382126,0.00379858414175582
"27","Accipiter_cooperii_18148",44,43,-36.6781796223101,0.0186506368028108,2.07828964280256,0.00104329592082562,2.58997625115125e-21,1.58975896601932e-21
"28","Accipiter_cooperii_18149",41,40,31.1185916057931,-0.015452728924688,2.66354643745387,0.0013360908976146,1.80939600728949e-14,2.47731978461587e-14
"29","Accipiter_cooperii_3680",44,43,-39.6005357927098,0.0200527009222662,2.65348411722949,0.00133204203036299,1.29849394974022e-18,9.47948460439164e-19
"30","Accipiter_cooperii_8543",37,36,-47.0945510459873,0.0238382542132646,2.99110077179666,0.00150417666146181,1.01157462974907e-17,8.23073565844436e-18
"31","Accipiter_cooperii_8544",37,36,-33.179815882416,0.0168956820827463,4.65293200701792,0.00233988496754023,2.2120727251159e-08,1.68895864630235e-08
"32","Accipiter_gentilis_14558",40,39,38.2474303135894,-0.0190222125435543,2.09142033688388,0.00104989128686705,9.85684528924619e-21,1.36538864921929e-20
"33","Accipiter_gentilis_14559",44,43,-29.3419740887133,0.0149209486166008,2.29665134502683,0.00115291291958423,3.10564944616124e-16,1.99417737566083e-16
"34","Accipiter_gentilis_17881",11,10,56.5822383561413,-0.0280388401407597,50.380565753532,0.0251965444711736,0.287636065597626,0.291826728291024
"35","Accipiter_gentilis_17882",29,27,-34.4388466393815,0.0175646417463791,13.08246013588,0.00657483539585247,0.0138487337437493,0.0126404468183683
"36","Accipiter_gentilis_18150",44,43,-42.6262058833818,0.0215630720440263,2.06931831226086,0.00103879233654854,6.69004138960537e-24,4.95375498260181e-24
"37","Accipiter_gentilis_18151",44,43,-46.4091677646026,0.0235354319593451,1.06089196851656,0.000532564970923612,2.74961283470228e-37,1.79218695665713e-37
"38","Accipiter_gentilis_18152",28,27,-42.8294628196106,0.0215575885526624,8.37620103416915,0.00418806387168602,2.24682985864124e-05,2.04997227072007e-05
"39","Accipiter_gentilis_18153",44,43,6.89137686266099,-0.00339124306768392,4.76170063350993,0.00239036116276582,0.155078187642768,0.16318977626659
"40","Accipiter_gentilis_2706",22,21,-21.9632377570845,0.011171032357473,14.8865034528564,0.00749190765119643,0.154947357829456,0.150809796400058
"41","Accipiter_gentilis_3681",44,43,3.78482103645148,-0.00181982872200264,4.13887400917523,0.00207770383956723,0.365576468587758,0.385959557962989
"42","Accipiter_gentilis_4899",24,23,-15.3974358974359,0.00794871794871795,14.6087220041865,0.00735210156107994,0.302834889019167,0.29083707639079
"43","Accipiter_nisus_10928",20,19,38.0786669627662,-0.018972060456811,13.6011458693538,0.00680394370625945,0.0114319804953867,0.0117160654500736
"44","Accipiter_nisus_10940",33,32,6.41174714399875,-0.0029697145315807,8.3351983887151,0.00418323580994896,0.447393326789424,0.482902377147784
"45","Accipiter_nisus_10944",24,23,-58.2893289689034,0.0295090016366612,14.0043717247083,0.00701617251101092,0.000375780819910467,0.00033708165252876
"46","Accipiter_nisus_10961",35,34,-10.132370681036,0.00532633542900483,7.71061037134156,0.00386976440454196,0.197615998832851,0.177696232582305
"47","Accipiter_nisus_10968",19,18,-32.8003402484621,0.0166285046652412,24.8900919254364,0.0124481062390064,0.204094976080058,0.198251571110434
"48","Accipiter_nisus_10988",28,27,34.4030823275358,-0.0170007724386523,10.1593229545124,0.00508979644537412,0.0021850588090639,0.00245742540647539
"49","Accipiter_nisus_11002",18,17,75.2731320951916,-0.0373861075313983,18.0122223281555,0.00900157663677969,0.000629519180078834,0.000665477063675259
"50","Accipiter_nisus_267",30,29,-68.3229959075594,0.0346714010592202,4.42059056160991,0.00222249666469376,1.54851219821756e-15,1.21572477722064e-15
"51","Accipiter_nisus_2750",22,21,-9.36511120287818,0.00492596307002501,16.0048450912421,0.00805473372407559,0.564687278804073,0.547392274444863
"52","Accipiter_nisus_5949",9,8,185.408510638295,-0.0936170212765944,54.2334200617926,0.0274529803785533,0.00910522333123026,0.00922197107215341
"53","Accipiter_nisus_5950",9,8,243.316141001854,-0.122943722943722,17.6400443359099,0.00892939797045387,7.36935902715925e-07,7.47303515350298e-07
"54","Accipiter_striatus_13765",44,43,-43.8977327624068,0.0222496706192359,1.62911496289291,0.000817811415857412,1.46509368569414e-28,9.90514677863119e-29
"55","Accipiter_striatus_13766",44,43,-40.7071405245319,0.0206547076112294,1.99298500534909,0.00100047321774815,9.32031686871786e-24,6.13325345258984e-24
"56","Accipiter_striatus_13767",44,43,-43.053018945073,0.0218345372768162,1.10222664495846,0.000553314869509608,3.19144282497855e-35,2.0805485845681e-35
"57","Accipiter_striatus_17875",11,10,14.9386534211792,-0.00723926423227538,57.1808280908823,0.0285975208166344,0.799199258506043,0.805285633859103
"58","Accipiter_striatus_18143",38,37,41.1467236467243,-0.0204678362573103,2.64949511509102,0.0013280465940938,8.62699003045217e-18,1.1027125568751e-17
"59","Accipiter_striatus_18144",40,39,40.1606615893036,-0.0199135860505866,2.63691008961035,0.00132239903048306,5.24504085817776e-18,7.6624803026376e-18
"60","Accipiter_striatus_18145",44,43,40.0976103928092,-0.0198888731132169,2.14136302276358,0.00107495859125941,2.70184173858464e-22,4.28047033729223e-22
"61","Accipiter_striatus_18146",40,39,40.1606615893036,-0.0199135860505866,2.63691008961035,0.00132239903048306,5.24504085817776e-18,7.6624803026376e-18
"62","Accipiter_striatus_18147",40,39,37.8576188840371,-0.0188293842879901,2.18501021743724,0.00109577319474004,6.46908408844165e-20,8.60667003776591e-20
"63","Accipiter_striatus_3682",44,43,-44.1204508856684,0.022360248447205,1.2017377513839,0.000603269182552571,4.24467274534803e-34,2.85334626970303e-34
"64","Acinonyx_jubatus_28",24,23,-53.8899348109517,0.0274185136897001,9.7884075391145,0.00493861894763701,1.34317674963049e-05,1.19937269767858e-05
"65","Acipenser_fulvescens_7744",15,14,75.4638970588235,-0.0376654411764706,21.1890402695278,0.0106130647577537,0.00312891484462309,0.00320748563932959
"66","Acipenser_medirostris_7703",24,8,-11.9024627379898,0.00630551543812903,31.0460831617695,0.0156197788259656,0.711424783021349,0.697017600590522
"67","Acipenser_medirostris_7704",19,18,27.2803190585156,-0.0134684537430532,19.5314888254997,0.00979754558215357,0.179478028408697,0.186104884308686
"68","Acipenser_nudiventris_7746",9,7,134.731756756759,-0.0673201830863134,60.0858413245687,0.0301097968607697,0.0598725003071192,0.0604492453067897
"69","Acipenser_oxyrinchus_9533",10,9,-80.7988160676518,0.0405708245243122,51.7899022532431,0.0259468122526349,0.153161661268098,0.152345669629824
"70","Acipenser_sinensis_7707",9,8,-5.8395794681499,0.00321583178725986,72.7243735329463,0.0365724403651461,0.937973111300413,0.932093179097676
"71","Acipenser_stellatus_7747",29,9,65.8358130567857,-0.032933829474641,5.16533947390425,0.00260227340225757,4.60008614170587e-07,4.88767167230996e-07
"72","Acipenser_transmontanus_13333",14,10,-144.895391695775,0.0727248892796926,31.0199003709039,0.0155351503522381,0.000879405823973977,0.000865786600899965
"73","Acipenser_transmontanus_819",22,18,80.8807267623437,-0.0405023755401011,10.7092037512283,0.00538282909191643,5.50870298004373e-07,5.80107071436071e-07
"74","Acridotheres_tristis_8616",17,16,-96.8741194303146,0.0487055963261458,14.320659071705,0.00716567966802205,4.54348255725897e-06,4.28822082179611e-06
"75","Acridotheres_tristis_8617",13,12,31.3636290415944,-0.0155044222840829,42.7733590831436,0.0213812907990242,0.47748579511978,0.482267988619739
"76","Acris_crepitans_4824",21,19,-49.4767406479328,0.0250715947735815,19.4170735553726,0.00973305521559145,0.0196378215455653,0.0185109893037556
"77","Acrocephalus_arundinaceus_6587",12,11,-37.4158473105844,0.0187969924812031,41.2784718308875,0.0206391997968757,0.384136534695703,0.381955265259856
"78","Acrocephalus_arundinaceus_6859",18,17,9.05964912280271,-0.00438596491227854,22.9616161964114,0.0115384568961221,0.698076390963564,0.708565808525231
"79","Acrocephalus_australis_8591",17,16,-63.5721582906586,0.0320501586930703,19.402558715207,0.00970852806403766,0.00474877331454684,0.00450753482315151
"80","Acrocephalus_australis_8605",14,13,16.2890929031305,-0.0078857991933752,33.4090040046563,0.0166961150067376,0.633976438527213,0.64453345331365
"81","Acrocephalus_melanopogon_6990",7,6,-213.24109195402,0.107183908045975,87.8721646227724,0.044035132396064,0.0513911959478628,0.0508811918463713
"82","Acrocephalus_schoenobaenus_5110",7,6,-207.911458333333,0.104166666666666,101.325227284141,0.0506499179318972,0.0860128690087891,0.0854575699766993
"83","Acrocephalus_schoenobaenus_6585",12,11,-48.3805668016198,0.0242914979757087,40.1267701479331,0.0200633499631348,0.253230709568825,0.25136691906164
"84","Acrocephalus_scirpaceus_1168",7,14,-249.863649931346,0.126858098023998,39.6768772092011,0.020104814019413,1.96369018776484e-05,1.92335420312218e-05
"85","Acrocephalus_scirpaceus_1169",23,22,-69.4922567287787,0.0352795031055902,7.32975223556082,0.00368975974581914,3.15575474472461e-09,2.71241421549286e-09
"86","Acrocephalus_scirpaceus_5186",7,6,-244.538019543077,0.122453894852738,27.4862338121197,0.0137396729734127,0.000112341796943655,0.000111233119735823
"87","Acrocephalus_scirpaceus_6586",12,11,-37.3916583416588,0.0188561438561441,39.5102142081701,0.0197550725327384,0.364280785697639,0.360337925775083
"88","Acrocephalus_scirpaceus_6674",9,8,-125.259740259739,0.0632034632034627,52.2505741662494,0.0262895696115825,0.0433597641408085,0.0428995555963376
"89","Acrocephalus_scirpaceus_6991",7,6,-290.832171893134,0.14605110336817,35.0144777659396,0.0175467074337055,0.000165107112561248,0.000163178697634194
"90","Acrocephalus_scirpaceus_7417",25,22,46.6121509931938,-0.0231455757744133,11.8506547149159,0.00593890013884307,0.000709559221047504,0.000774553770796749
"91","Acrocephalus_sechellensis_8745",24,15,-65.9350223638256,0.0336606212854604,13.1341646352867,0.00662393047327248,0.000152319136776091,0.000135244876008601
"92","Actitis_hypoleucos_1170",23,22,14.4943662972429,-0.00716112531969277,13.2657798661247,0.0066779256615868,0.286384373924991,0.295182284689311
"93","Actitis_hypoleucos_2477",7,6,-13.4972527472473,0.00686813186812914,110.156048043057,0.0550917607987313,0.906481550386211,0.904858988060558
"94","Actitis_hypoleucos_2478",12,11,-107.130746107978,0.0540049808763148,28.6147780942616,0.0143576154872821,0.00324414399029464,0.00314691221656377
"95","Actitis_hypoleucos_2479",24,18,27.5257464167584,-0.0137243660418963,12.4887753187414,0.00628440593072632,0.0407789443864273,0.0424490736419707
"96","Actitis_hypoleucos_6484",9,7,-35.0677083333333,0.0177083333333333,70.5071200871225,0.0352829232436748,0.634172238963666,0.631139566193158
"97","Actitis_hypoleucos_6708",7,6,-102.173076923077,0.0512820512820515,117.582182036625,0.0587176554636408,0.418272488100628,0.416044257158101
"98","Actitis_hypoleucos_6815",23,22,-29.8065774804908,0.0150501672240804,15.352369131676,0.00767422005706921,0.0651138252527685,0.0626430215383402
"99","Actitis_hypoleucos_7049",17,16,-5.32289055973263,0.00275689223057642,28.0724526603083,0.0140960870703975,0.851997292534651,0.847402248726879
"100","Actitis_hypoleucos_7219",30,23,-62.4916026020123,0.0314680662329991,9.85297403692497,0.00493829377814822,1.79741498386122e-06,1.67535963289215e-06
"101","Actitis_macularius_13535",44,43,43.6119492665063,-0.0217030245805931,1.48902832207283,0.000747488291534532,4.86957676168492e-30,6.96072950883784e-30
"102","Actitis_macularius_13768",44,43,41.638938322021,-0.0207124823341597,1.66557374141376,0.000836113626543402,3.04449920906857e-27,4.3989092074026e-27
"103","Actitis_macularius_13769",40,39,42.035902781745,-0.0209194893471186,1.76921532436813,0.000887253850208411,8.31137720279618e-25,1.10035552464561e-24
"104","Actitis_macularius_13770",40,39,38.6003353142672,-0.0191990631835254,1.75869088266813,0.000881975888113571,1.4842235497081e-23,1.99882542529283e-23
"105","Actitis_macularius_13771",44,43,43.665183182535,-0.021737588470217,1.49144723956073,0.000748702581735459,4.95074917853825e-30,6.96981856936709e-30
"106","Actitis_macularius_13772",41,40,46.7753108428095,-0.0232423088350485,1.02182210577265,0.000512567453417215,3.57609529098446e-36,5.18678663854798e-36
"107","Actitis_macularius_2947",41,40,46.608457743416,-0.0232306664915659,1.86800584174946,0.000938443209911036,5.34448762024587e-26,7.19557751971111e-26
"108","Actitis_macularius_4177",42,41,44.8006896841754,-0.0223046309004509,2.04708193333118,0.0010281477504255,3.1229574813033e-24,4.35155865136562e-24
"109","Actitis_macularius_4178",44,43,46.2045587838724,-0.0229764463860574,0.852343774787582,0.000427874327554196,3.19604717463814e-41,4.77032592982791e-41
"110","Actitis_macularius_4179",44,43,47.8224697175223,-0.0237881059470265,1.48012013741069,0.000743016406322497,8.55686229879478e-32,1.24884968043331e-31
"111","Actitis_macularius_4180",44,43,42.7875524231313,-0.0212926012349795,1.56408030868922,0.000785164190925126,7.91884820082927e-29,1.12955616896641e-28
"112","Actitis_macularius_4181",44,43,43.2709264411853,-0.0215322923167603,1.62962131864428,0.000818065605109484,2.66091987946542e-28,3.79725404742447e-28
"113","Actitis_macularius_4182",44,43,43.708390453795,-0.0217604776438018,1.84864755536063,0.000928016198430929,2.85818092476376e-26,3.98022166766856e-26
"114","Actitis_macularius_8873",9,8,139.84545454545,-0.0696969696969675,55.9311341584482,0.0279585486170377,0.0369239091069197,0.0373548978982654
"115","Aechmophorus_occidentalis_17805",11,10,129.330672001797,-0.0643020081522765,37.7334807207223,0.0188149712398661,0.00646578498424163,0.00657388253474898
"116","Aegithalos_caudatus_2751",13,12,14.8561447797923,-0.00738237186182855,36.5270807186045,0.0182955202919266,0.691377018960173,0.693672661746073
"117","Aegithalos_caudatus_2752",13,8,-10.0903318077806,0.00518688024408863,46.1434164012539,0.0231178889636034,0.832380024755821,0.828096399582161
"118","Aegithalos_caudatus_6603",12,11,-114.918803418806,0.0576923076923089,41.5390001553001,0.0207694637311203,0.0183405180228722,0.0179762122668677
"119","Aegithalos_caudatus_7420",15,14,-96.9725490196078,0.0487745098039216,22.8195116795579,0.0114125786622422,0.000808857433973269,0.000771784263345336
"120","Aegolius_acadicus_17824",23,22,17.5525112443773,-0.00854197901049451,15.723076434079,0.0078516766518054,0.276315844589442,0.288406760588182
"121","Aegolius_acadicus_18223",44,43,44.7500721500722,-0.0222943722943723,1.87869433504917,0.000943099602609724,2.12303444432765e-26,2.87746252740212e-26
"122","Aegolius_acadicus_18224",44,43,43.3391252680256,-0.0215918778578625,2.09520597887894,0.00105178787693237,5.68602374551091e-24,7.64897940721347e-24
"123","Aegolius_funereus_5953",10,9,5.37236363635795,-0.00254545454545167,68.2268204814404,0.0344231753995972,0.938960252830953,0.942670823373856
"124","Aegolius_funereus_5954",18,17,-25.7459011164258,0.0131419457735239,24.7176780694654,0.012471031123851,0.312185223309223,0.306723578779207
"125","Aegolius_funereus_5955",12,11,-69.6538461538441,0.0352564102564092,40.0164906860573,0.0201695662920042,0.109608800120067,0.108280405397749
"126","Aegypius_monachus_10436",21,20,-100.463181319957,0.0506194572690725,5.26981206280204,0.00264215863767014,2.69130684607508e-14,2.44994036708233e-14
"127","Aegypius_monachus_10508",13,12,-158.134615384615,0.0792307692307689,5.50285161352994,0.00274798525033126,1.95983777043256e-12,1.88436623800281e-12
"128","Aegypius_monachus_10513",33,6,-57.1015830341465,0.0289337897637127,3.44409487688509,0.00172439540021807,3.07073710454248e-06,2.8618461353712e-06
"129","Aegypius_monachus_10514",23,8,-93.4661579142694,0.0470402672109851,15.8134435110797,0.00791418687061119,0.000357471867372273,0.000344367085624673
"130","Aegypius_monachus_10516",23,12,-68.2748871347649,0.0344616227080821,7.40031395381703,0.00370582277959705,8.49093764506736e-07,7.80517031155671e-07
"131","Aegypius_monachus_10517",32,12,-61.1271075008118,0.0309527693665718,4.09781103704629,0.00205535000506643,4.14091213609968e-09,3.71407035619081e-09
"132","Aegypius_monachus_10518",14,9,-149.553027398797,0.0750253692637236,11.0459022427703,0.00552118406059407,2.73741834454934e-07,2.65282177390874e-07
"133","Aegypius_monachus_10878",11,10,-168.379129001101,0.0841719256353508,18.6381451077047,0.009298137924275,3.99960309537402e-06,3.92686209442088e-06
"134","Aepyceros_melampus_10020",33,11,-45.660060357929,0.0231505384968209,11.6743017618558,0.00586119485886624,0.00242948333190259,0.00227348275642327
"135","Aepyceros_melampus_10087",9,7,-8.64739663455679,0.00464227392137751,72.9510721708996,0.036441084671927,0.908972129186395,0.902213102125948
"136","Aepyceros_melampus_4593",13,12,30.4728690228761,-0.0151767151767187,40.1325397447587,0.0202025960805634,0.462325324194643,0.466994121368879
"137","Aepyceros_melampus_5026",12,11,41.6405023547891,-0.0206698063840926,41.5169508097091,0.0208942512337398,0.337425616169373,0.343798306002087
"138","Aepyceros_melampus_5259",25,20,50.7181633642824,-0.0253567086394346,14.8677833640281,0.00749413545063037,0.00276838769320719,0.00295123880433958
"139","Aepyceros_melampus_7695",22,12,-39.0985174560749,0.0199338288583512,20.3180950051072,0.010258624142304,0.0783508044713328,0.075829920621124
"140","Aepyceros_melampus_8523",32,22,18.334701922111,-0.00903974996180403,13.2937072296116,0.00667292828379456,0.181693422393317,0.189266094062307
"141","Aeronautes_saxatalis_14560",41,40,39.8031581719472,-0.0196681792399319,2.77626795256645,0.00139263437971406,2.36213499657661e-17,3.91203712754468e-17
"142","Aeronautes_saxatalis_14561",39,38,46.6584390243904,-0.0231653116531166,1.95085385300477,0.000979082115351239,1.64738531124818e-24,2.42076584900524e-24
"143","Aeronautes_saxatalis_2989",41,40,30.1306767865021,-0.014976636145099,5.03619345927203,0.0025300678670394,4.99668647973543e-07,6.13448068463508e-07
"144","Agalychnis_callidryas_7971",10,9,-12.1747969609758,0.00631385905161707,63.8424510001634,0.0318892963819259,0.852992477733961,0.847450354694708
"145","Agelaius_phoeniceus_13536",44,43,43.0842735656965,-0.0213984376039712,2.73603934127091,0.00137348453515704,1.83103897731838e-19,2.71050704914131e-19
"146","Agelaius_phoeniceus_13773",39,38,50.258569030456,-0.024962970277476,0.863780481327162,0.000433073960836774,9.38903926253271e-39,1.33563371923369e-38
"147","Agelaius_phoeniceus_13774",44,43,44.6694642654042,-0.0222463809625806,2.05082556424207,0.00102950902580325,7.45714420662358e-25,1.02067997055518e-24
"148","Agelaius_phoeniceus_13775",41,40,49.4952929769078,-0.0245757924862219,1.49272147393778,0.000748780477771064,1.03032957430141e-30,1.52800350363388e-30
"149","Agelaius_phoeniceus_3217",41,40,51.6011965407856,-0.0257150945550384,1.73561227274035,0.000871931723118184,6.85220304507838e-29,9.33085362496985e-29
"150","Agelaius_phoeniceus_3683",44,43,34.6055967799405,-0.0171681954905909,2.62586335829344,0.00131817648220521,1.06622139584933e-16,1.60317140958494e-16
"151","Agelaius_phoeniceus_3684",44,43,37.5520315140869,-0.0186005864530239,2.31588210375796,0.00116256670976119,6.20609943683478e-20,1.01823006059377e-19
"152","Agelaius_phoeniceus_3685",44,43,-30.0325321649737,0.0152637774711354,3.93103165685313,0.00197336752672297,1.54328105528988e-09,1.12908028654737e-09
"153","Agelaius_phoeniceus_3686",44,43,43.1536135774083,-0.0214939943324801,2.35759731412618,0.00118350763537484,6.45968789662036e-22,8.71149247837245e-22
"154","Agelaius_phoeniceus_3687",42,41,46.4838993866974,-0.0231685366261873,2.14240708191201,0.00107602484585415,4.32850432642853e-24,5.77950310863409e-24
"155","Agelaius_phoeniceus_3688",44,43,39.8552898768139,-0.0198137205024851,2.87379856931936,0.00144263930440528,1.78919134460312e-17,2.52046503167999e-17
"156","Agelaius_phoeniceus_3689",44,43,49.2218359054073,-0.0244961404209418,1.55858339268007,0.000782404753582344,2.19523649136581e-31,3.13789024428684e-31
"157","Agelaius_phoeniceus_3690",44,43,29.9294907362777,-0.0147937487280012,3.58080205072581,0.00179755318790335,1.48221683011706e-10,2.24490698771901e-10
"158","Agelaius_tricolor_3218",37,36,-20.4939241418732,0.010522901364178,6.44598269446351,0.00324158143403998,0.00303112506701448,0.00253070469303021
"159","Agelaius_xanthomus_6165",8,7,-185.052287581699,0.0931372549019608,66.3260452542015,0.0333296429274761,0.0269067998079124,0.0267375814048385
"160","Agonus_cataphractus_9247",15,14,-56.6707777440873,0.0287446937537902,30.1136261927861,0.0151743738722083,0.0808048582570391,0.0790326399946747
"161","Aimophila_ruficeps_3180",41,40,42.620759352132,-0.0212163783567949,2.86837121879468,0.00144100378790096,7.04709351957648e-18,9.61993856551273e-18
"162","Aix_sponsa_13537",44,43,-42.7174888010541,0.021640974967062,1.36138522593667,0.000683411793832882,2.86491888266999e-31,1.96489835134793e-31
"163","Aix_sponsa_13776",44,43,-41.4365976441902,0.0209800798379644,1.66505980193656,0.00083585563028096,3.6587719416492e-27,2.59050576886246e-27
"164","Aix_sponsa_13777",44,43,-42.6396180894206,0.0216244888181648,1.0503226916331,0.000527259221796305,6.33878181479743e-36,4.13198457205332e-36
"165","Aix_sponsa_13778",44,43,-39.5180407500567,0.0200170346415406,1.90351268128979,0.000955558346983565,4.92801743397855e-24,3.4642886571797e-24
"166","Aix_sponsa_2886",41,40,-45.9047794928235,0.0232388540373082,1.9714049455721,0.000990388543659221,7.12135041543916e-25,5.34987658644844e-25
"167","Aix_sponsa_4183",44,43,-42.2801907711749,0.0214146037029333,1.48402885731298,0.000744978573407264,1.51038454640555e-29,1.04888277458761e-29
"168","Aix_sponsa_4184",44,43,-35.2831237273926,0.0179326865492874,2.27333397128863,0.00114120765944897,3.11666285575587e-19,1.97867275437775e-19
"169","Aix_sponsa_4185",44,43,-41.8932359444946,0.0212213669879574,1.42853184619158,0.00071711922015422,4.6225823288141e-30,3.18990169703128e-30
"170","Akodon_azarae_8997",17,16,-26.8084780234056,0.0136693643292967,26.8165937461,0.0134183154287715,0.332337005444175,0.323498487122988
"171","Akodon_cursor_8688",7,6,200.710884353736,-0.100340136054419,112.368866938936,0.0563110963988863,0.124308803584149,0.125049187888275
"172","Alauda_arvensis_268",7,6,200.661231883995,-0.101449275362287,90.0208220818422,0.0456147764928032,0.0673535611920537,0.0678194157670908
"173","Alauda_arvensis_270",34,33,67.4956900093371,-0.0337740429505136,4.5427096919583,0.00228618571373282,3.55043063506311e-16,4.18795814843331e-16
"174","Alauda_arvensis_271",23,22,72.6865942028991,-0.0364130434782611,9.58708878648283,0.00482609140761111,1.42278663921985e-07,1.53860301344274e-07
"175","Alauda_arvensis_272",13,12,112.665934065934,-0.0564560439560441,21.5065996758144,0.0108045996346061,0.000208233190533147,0.000212894896896789
"176","Alauda_arvensis_273",19,18,17.8933718912661,-0.00888374783111596,16.1059743226707,0.00810360077382473,0.281198518776261,0.28741093415424
"177","Alauda_arvensis_274",8,7,-163.305952380952,0.0821428571428571,54.0966516381229,0.0271433046866075,0.019419712982106,0.0192155831289664
"178","Alauda_arvensis_275",19,18,59.4913170021835,-0.0297598835799178,18.275058138968,0.00919495910707976,0.00439352560750685,0.00457913258035578
"179","Alauda_arvensis_2753",22,17,31.204816749692,-0.0155530702257467,14.3961887212969,0.00724686838939818,0.0446788793371099,0.0465863810618704
"180","Alauda_arvensis_8515",7,6,129.574074074054,-0.0648148148148046,97.3537966337453,0.0487866361598139,0.231542766103644,0.232294275382399
"181","Alauda_arvensis_8651",17,16,110.385071005844,-0.0550636097660638,13.4325111616369,0.00672127390502574,3.90724017884877e-07,4.06834318310024e-07
"182","Alauda_arvensis_8652",13,12,65.8173807030081,-0.0326988190830851,34.64302734329,0.0173171492177086,0.0817421264727664,0.0834036994707313
"183","Alca_torda_1583",19,18,7.88416629809818,-0.0036267138434321,18.9957764989374,0.0095192669465071,0.683011667651634,0.707672486735736
"184","Alca_torda_1584",17,6,-98.3497723207022,0.0495609042120668,9.28016607585724,0.0046557758800674,4.15555118319943e-05,4.05101261635597e-05
"185","Alca_torda_1585",19,18,-80.8414325286895,0.0407597942223978,18.9568386871975,0.00949975421828114,0.000466411814151143,0.000440161192014023
